hours_since_20110102,year,month,day,temp_bottom_40_47N_50_200m,temp_bottom_40_47N_250_500m,temp_250_500m_40_47N_250_500m,temp_50_200m_40_47N_250_500m,temp_200_500m_40_47N_250_500m,temp_0_50m_40_47N_50_150km,temp_0_150m_40_47N_80_120km,mld_40_47N_250_500m,ualong_50_200m_40_47N_250_500m,ualong_200_500m_40_47N_250_500m,ualong_0_50m_40_47N_50_150km,ualong_0_150m_40_47N_80_120km,ualong_bottom_40_47N_50_150m,ualong_bottom_40_47N_150_500m,ucross_50_200m_40_47N_250_500m,ucross_200_500m_40_47N_250_500m,ucross_0_50m_40_47N_50_150km,ucross_0_150m_40_47N_80_120km,ucross_bottom_40_47N_50_150m,ucross_bottom_40_47N_150_500m
13536,2012,7,19,13.421,6.2511,6.3888,7.2192,6.4983,11.634,11.737,18.346,0.09567,0.16828,-0.05959,-0.05477,0.13,0.1738,-0.0025,-0.01039,-0.00997,-0.00899,-0.03795,-0.03427
13560,2012,7,20,13.851,6.2905,6.4117,7.2504,6.5008,11.688,11.776,17.407,0.15242,0.19537,-0.01161,-0.02384,0.16475,0.20123,-0.01045,-0.01063,-0.00129,0.01036,-0.05319,-0.03756
13584,2012,7,21,14.202,6.324,6.4382,7.2673,6.5076,11.814,11.882,16.051,0.1584,0.21755,-0.03001,-0.04404,0.1615,0.21011,0.00104,-0.01301,0.01497,0.0086,-0.05608,-0.04221
13608,2012,7,22,13.523,6.3461,6.4471,7.283,6.5104,11.921,11.968,16.156,0.13962,0.19357,-0.04181,-0.04479,0.116,0.17936,-0.00116,-0.00453,-0.00313,0.00275,-0.03289,-0.03149
13632,2012,7,23,14.022,6.4213,6.5954,8.0857,6.7468,12.698,12.771,19.554,0.09158,0.16488,-0.0845,-0.07744,0.07404,0.17503,0.00149,0.00803,-0.04294,-0.02578,-0.0206,-0.02684
13656,2012,7,24,13.193,6.4231,6.5833,8.0736,6.7268,12.682,12.776,25.225,0.07287,0.1259,-0.04119,-0.04068,0.03037,0.12491,0.00438,-0.00796,-0.0581,-0.02084,0.00329,-0.02212
13680,2012,7,25,12.826,6.4308,6.5742,8.0066,6.7108,12.673,12.823,28.134,0.07107,0.13605,-0.05284,-0.05139,0.01956,0.12189,0.00388,-0.0015,-0.0284,-0.00444,0.00383,-0.01978
13704,2012,7,26,12.972,6.4489,6.5704,7.9691,6.6971,12.672,12.861,26.852,0.08106,0.13336,-0.04159,-0.03789,0.02922,0.11791,-0.00258,-0.0059,-0.01734,-0.01349,-0.00724,-0.02172
13728,2012,7,27,13.139,6.5123,6.6633,8.0363,6.8061,12.443,12.567,25.017,0.0765,0.09433,-0.07207,-0.05587,0.021,0.07852,-0.00381,0.0117,-0.01862,-0.01428,-0.00169,-0.00629
13752,2012,7,28,13.328,6.5217,6.6656,8.0197,6.8058,12.481,12.629,23.618,0.07251,0.0844,-0.0362,-0.02644,0.02331,0.07574,0.00485,-0.0064,-0.00907,0.00208,-0.0065,-0.013
13776,2012,7,29,13.651,6.5619,6.6908,7.9832,6.8267,12.557,12.728,22.016,0.08881,0.11491,-0.0478,-0.03854,0.06257,0.1006,0.0011,-0.00554,0.00783,0.00671,-0.01807,-0.01724
13800,2012,7,30,13.826,6.6091,6.7129,7.9502,6.839,12.651,12.825,20.595,0.11563,0.13715,-0.05094,-0.03431,0.08843,0.12349,0.00231,0.00039,-0.0069,-0.00841,-0.02746,-0.01986
13824,2012,7,31,13.81,6.6122,6.7053,8.0501,6.8271,12.689,12.823,20.544,0.0938,0.14625,-0.06191,-0.03302,0.07577,0.12404,0.00246,-0.0089,-0.04654,-0.02781,-0.01971,-0.02066
13848,2012,8,1,13.436,6.6295,6.699,8.0097,6.8073,12.713,12.871,20.638,0.09047,0.12626,-0.01731,-0.01319,0.06732,0.10377,-0.00243,0.0032,-0.01941,-0.00331,-0.0143,-0.01071
13872,2012,8,2,13.131,6.6522,6.7077,8.0031,6.814,12.731,12.914,21.401,0.07108,0.11481,-0.07022,-0.04425,0.05238,0.08955,-0.00282,-0.01047,-0.00915,-0.00229,-0.01196,-0.01612
13896,2012,8,3,12.997,6.6661,6.7082,7.9526,6.8024,12.752,12.95,22.903,0.07281,0.11726,-0.04523,-0.02677,0.03464,0.09201,-0.00216,-0.00256,-0.05116,-0.02759,0.00161,-0.01419
13920,2012,8,4,12.007,6.6121,6.6559,7.5815,6.7333,11.94,12.109,24.501,0.06209,0.12676,-0.05812,-0.0388,0.03618,0.10528,-0.00897,-0.0097,-0.03259,-0.02027,-0.00348,-0.0181
13944,2012,8,5,12.986,6.6507,6.6853,7.5534,6.7466,11.976,12.18,20.953,0.12501,0.168,-0.01222,-0.0085,0.09961,0.1447,-0.00754,-0.00731,-0.01259,-0.01159,-0.0327,-0.02798
13968,2012,8,6,14.298,6.6919,6.7016,7.5424,6.7517,12.075,12.277,18.862,0.12499,0.17913,-0.02228,-0.00916,0.09887,0.15499,-0.00065,-0.00682,0.03041,0.02794,-0.0274,-0.02655
13992,2012,8,7,14.671,6.7157,6.7059,7.5519,6.7552,12.167,12.376,18.346,0.1263,0.17696,-0.03647,-0.02254,0.07555,0.14582,0.00154,-0.00575,-0.01637,-0.01288,-0.02503,-0.02511
14016,2012,8,8,14.786,6.7768,6.8351,8.002,6.9266,12.597,12.811,21.921,0.12237,0.20872,-0.05978,-0.01124,0.11567,0.19613,-0.00478,-0.00338,-0.01772,-0.01091,-0.04247,-0.04104
14040,2012,8,9,14.3,6.817,6.8433,7.9829,6.9251,12.655,12.869,19.811,0.10929,0.15641,0.01088,0.0155,0.09247,0.14999,0.00355,0.00485,-0.0185,0.00124,-0.02238,-0.02125
14064,2012,8,10,13.169,6.8342,6.8637,7.9739,6.9447,12.686,12.897,20.153,0.06485,0.12397,-0.0445,-0.01691,0.03861,0.10973,0.00967,-0.00845,-0.003,-0.00241,-0.0079,-0.02336
14088,2012,8,11,12.621,6.8139,6.8333,7.9316,6.9118,12.669,12.854,23.077,0.04042,0.10117,-0.05015,-0.0121,0.01391,0.08402,0.00532,0.00012,-0.06293,-0.03055,0.00377,-0.01605
14112,2012,8,12,12.886,6.8148,6.8408,7.9182,6.9286,12.224,12.334,21.627,0.02575,0.09838,-0.04877,-0.01155,0.01246,0.08027,-0.00041,-0.0032,-0.04818,-0.0151,0.00247,-0.01283
14136,2012,8,13,12.905,6.8209,6.8398,7.897,6.9253,12.198,12.335,21.769,0.06985,0.11154,-0.01643,0.00782,0.04269,0.10167,-0.00644,-0.00026,-0.04228,-0.01981,-0.00703,-0.01919
14160,2012,8,14,12.913,6.8799,6.8639,7.8685,6.9366,12.202,12.379,21.311,0.10352,0.14905,-0.01437,0.0132,0.07209,0.13824,0.0032,-0.00707,-0.02199,-0.00297,-0.01806,-0.0268
14184,2012,8,15,13.053,6.913,6.8777,7.8702,6.9371,12.221,12.408,21.071,0.12566,0.17426,-0.01712,0.00839,0.08299,0.15294,0.00081,-0.0068,-0.03646,-0.01686,-0.02717,-0.02759
14208,2012,8,16,11.822,6.9367,6.9051,7.3148,6.9274,11.392,11.579,22.79,0.11671,0.14306,-0.00908,0.03107,0.05517,0.10643,-0.00321,-0.00569,-0.00162,-0.00504,-0.01406,-0.01942
14232,2012,8,17,12.965,6.9226,6.8878,7.2836,6.9042,11.5,11.668,21.459,0.09971,0.11811,-0.01815,0.02464,0.04696,0.08902,0.00689,-0.00038,-0.00224,0.00975,-0.02275,-0.01829
14256,2012,8,18,13.612,6.9129,6.8843,7.3122,6.8998,11.614,11.749,19.76,0.0707,0.09755,-0.03005,0.01659,0.03655,0.07793,0.00331,-0.00424,0.01161,-0.00069,-0.01314,-0.01825
14280,2012,8,19,13.457,6.8991,6.8825,7.3186,6.9026,11.708,11.856,17.216,0.06625,0.08796,-0.04964,0.00973,0.03265,0.07382,0.00274,-0.00027,-0.00198,0.0072,-0.01145,-0.01415
14304,2012,8,20,13.993,7.0229,7.0684,7.8153,7.131,12.419,12.66,18.654,0.0834,0.0918,-0.06024,0.01106,0.07222,0.0908,-0.00117,-0.00732,0.0105,-0.00033,-0.03095,-0.02378
14328,2012,8,21,13.563,6.9916,7.0435,7.8315,7.1054,12.482,12.729,17.295,0.05111,0.06858,-0.04074,0.01935,0.06047,0.06599,0.00196,0.00413,-0.02507,-0.00725,-0.0192,-0.01109
14352,2012,8,22,13.238,6.9899,7.0479,7.8456,7.1042,12.528,12.777,17.203,0.04865,0.05759,-0.04496,0.00843,0.04866,0.05983,0.00368,-0.00707,0.00194,0.00149,-0.01785,-0.01445
14376,2012,8,23,12.814,6.9867,7.0473,7.8316,7.0969,12.585,12.858,17.539,0.04961,0.07764,-0.07185,-0.00421,0.07194,0.07586,0.00308,-0.00182,-0.03198,-0.01656,-0.02041,-0.01829
14400,2012,8,24,12.896,6.9651,7.0406,8.1506,7.1231,12.724,12.956,18.935,0.05105,0.09103,-0.05528,0.00242,0.08243,0.10793,-0.00782,0.00338,-0.04214,-0.02433,-0.01876,-0.01087
14424,2012,8,25,12.659,6.9498,7.0183,8.1255,7.0953,12.709,12.989,20.963,0.06474,0.09113,-0.03501,0.00797,0.07114,0.09849,0.00977,-0.00418,-0.04105,-0.01716,-0.01309,-0.01753
14448,2012,8,26,12.836,6.9859,7.0318,8.1333,7.0977,12.693,12.936,21.815,0.10142,0.14094,-0.03737,0.00324,0.09326,0.13998,-0.00831,-0.01244,0.00473,-0.00074,-0.02751,-0.02909
14472,2012,8,27,13.657,7.0318,7.0453,8.1352,7.0986,12.753,12.957,20.584,0.16978,0.20295,-0.02338,0.00729,0.14359,0.18814,-0.00083,-0.01018,-0.00804,-0.00129,-0.04268,-0.02997
14496,2012,8,28,13.382,6.819,6.7848,8.0283,6.8218,12.539,12.827,21.149,0.15301,0.29132,0.01883,0.03287,0.18233,0.27642,-0.0046,-0.01565,0.00266,0.00701,-0.05511,-0.05028
14520,2012,8,29,13.492,6.8171,6.7891,8.015,6.8156,12.591,12.815,19.532,0.20688,0.2859,-0.03482,-0.0164,0.17868,0.26147,-0.00262,-0.01351,0.02013,0.00757,-0.05455,-0.04363
14544,2012,8,30,13.209,6.8242,6.7941,7.9447,6.8063,12.617,12.851,16.557,0.1827,0.27157,0.00195,0.01096,0.14946,0.23362,0.003,-0.00183,-0.0387,-0.0287,-0.03998,-0.03241
14568,2012,8,31,12.657,6.8133,6.7812,7.9156,6.7931,12.611,12.832,19.18,0.15359,0.2191,-0.01914,-0.02111,0.07961,0.17144,0.00702,-0.01079,-0.00808,0.00622,-0.0209,-0.02982
14592,2012,9,1,13.144,6.7134,6.69,8.0498,6.7344,12.789,12.995,19.82,0.10643,0.18399,-0.03249,-0.03388,0.05217,0.13634,0.00104,-0.00029,-0.03862,-0.02059,-0.01324,-0.02102
14616,2012,9,2,13.069,6.7116,6.6865,8.0358,6.7246,12.771,12.958,20.386,0.11486,0.17447,-0.00961,-0.02482,0.06782,0.13427,0.00092,-0.00933,-0.01587,-0.0035,-0.01768,-0.0287
14640,2012,9,3,13.102,6.7112,6.6805,8.0136,6.7142,12.775,12.975,20.522,0.12537,0.1858,-0.01132,-0.02408,0.06321,0.14205,0.00274,-0.00681,-0.02504,-0.0115,-0.01509,-0.02721
14664,2012,9,4,13.034,6.69,6.6552,7.986,6.6897,12.744,12.923,21.466,0.12333,0.1715,-0.00911,-0.02948,0.0473,0.12861,0.00356,-0.00704,-0.04213,-0.02142,-0.00965,-0.02597
14688,2012,9,5,12.67,6.6008,6.5753,7.8305,6.6215,12.458,12.617,20.911,0.10959,0.17219,-0.01761,-0.03859,0.04046,0.1318,0.00042,-0.00631,-0.04039,-0.0169,-0.00659,-0.02745
14712,2012,9,6,12.757,6.6077,6.5835,7.8238,6.6332,12.409,12.561,21.351,0.14362,0.18041,-0.00426,-0.02308,0.06463,0.15585,-0.00344,-0.00747,-0.02895,-0.0178,-0.01913,-0.03111
14736,2012,9,7,13.319,6.6438,6.6136,7.8405,6.6678,12.425,12.552,20.016,0.18171,0.22045,0.0131,-0.00015,0.11036,0.19372,0.00063,-0.02111,-0.00386,-0.0037,-0.03695,-0.04525
14760,2012,9,8,14.2,6.6927,6.6521,7.8521,6.7094,12.487,12.614,18.66,0.22071,0.26372,0.01059,-0.00397,0.16945,0.23858,-0.00502,-0.01164,-0.00886,-0.00814,-0.05708,-0.0455
14784,2012,9,9,13.748,6.6138,6.5968,8.0601,6.6682,12.492,12.735,24.14,0.19822,0.29572,0.00403,0.00714,0.20695,0.28288,0.00682,-0.02654,0.02426,0.00634,-0.07054,-0.06583
14808,2012,9,10,13.552,6.613,6.6154,8.0855,6.6982,12.517,12.746,22.64,0.17756,0.24795,-0.01303,-0.00558,0.17399,0.2404,-0.001,0.00275,-0.01567,-0.00343,-0.05203,-0.03815
14832,2012,9,11,12.778,6.6113,6.6278,8.076,6.7186,12.454,12.672,21.536,0.13844,0.20176,0.01686,0.01984,0.10585,0.19076,0.01413,-0.00563,-0.03717,-0.02481,-0.02943,-0.03474
14856,2012,9,12,12.156,6.6204,6.652,8.0554,6.7496,12.361,12.56,24.365,0.10828,0.17443,-0.00897,-0.00244,0.06763,0.15513,0.00818,-0.00524,-0.03741,-0.01697,-0.01807,-0.0312
14880,2012,9,13,11.937,6.493,6.5505,7.9115,6.6624,12.152,12.313,21.658,0.09273,0.18161,-0.02391,-0.01301,0.09017,0.17874,-0.0011,-0.00145,-0.02614,-0.03098,-0.03171,-0.03275
14904,2012,9,14,12.578,6.5113,6.5864,7.9546,6.7008,12.122,12.264,21.02,0.14762,0.20947,0.01834,0.02209,0.14101,0.21439,-0.00127,-0.01067,-0.0165,-0.0005,-0.04598,-0.0436
14928,2012,9,15,13.025,6.5389,6.6274,7.9505,6.7388,12.121,12.248,19.144,0.14412,0.21861,0.01519,0.0112,0.11851,0.21008,0.00396,-0.01002,0.00806,-0.00064,-0.04213,-0.04052
14952,2012,9,16,12.776,6.5377,6.6367,7.9499,6.7473,12.106,12.208,17.688,0.11092,0.16631,-0.01814,0.00035,0.07839,0.15155,0.00295,-0.00212,-0.03202,-0.02547,-0.02615,-0.02665
14976,2012,9,17,11.947,6.5779,6.6806,7.6689,6.7748,11.908,12.011,16.554,0.06591,0.12044,-0.02211,-0.01767,0.03434,0.09229,-0.00292,0.00241,-0.03697,-0.02802,-0.01048,-0.0151
15000,2012,9,18,12.367,6.5751,6.6914,7.683,6.7867,11.899,12.014,16.417,0.05008,0.079,-0.02385,-0.01523,0.04516,0.06894,-8e-05,-0.0062,-0.00222,-0.00335,-0.01774,-0.0192
15024,2012,9,19,12.851,6.5773,6.7182,7.701,6.8146,11.921,12.02,15.905,0.03116,0.07649,-0.03724,-0.02521,0.06292,0.06717,-0.00047,-0.00777,-0.01043,-0.00797,-0.02892,-0.01649
15048,2012,9,20,12.875,6.5674,6.724,7.721,6.8264,11.94,12.031,15.386,0.01199,0.04635,-0.0459,-0.03383,0.06225,0.04754,0.00188,-0.00363,-0.01178,-0.01473,-0.02548,-0.01393
15072,2012,9,21,13.021,6.6799,6.8631,8.0537,6.9899,12.587,12.698,16.203,0.03715,0.07909,-0.10185,-0.06804,0.1063,0.0828,-0.00025,-0.00521,-0.03779,-0.03297,-0.04082,-0.01807
15096,2012,9,22,12.681,6.7011,6.8773,8.0476,7.0019,12.56,12.663,16.712,0.05628,0.07476,-0.00632,-0.0157,0.12636,0.08911,0.00304,0.00151,-0.01939,-0.00203,-0.03569,-0.01394
15120,2012,9,23,12.499,6.7274,6.9147,8.0535,7.0416,12.545,12.617,18.19,0.05482,0.09106,-0.07268,-0.06164,0.10972,0.09073,0.00227,-0.01116,0.00627,-0.00498,-0.03263,-0.02239
15144,2012,9,24,12.524,6.7435,6.9233,8.0366,7.0481,12.54,12.564,19.631,0.06498,0.08446,-0.0565,-0.04236,0.0994,0.08736,0.00203,-0.00436,-0.04093,-0.02551,-0.02914,-0.01678
15168,2012,9,25,12.768,6.7177,6.8853,8.1386,7.0169,12.831,12.834,20.186,0.05128,0.10645,-0.04381,-0.03444,0.09684,0.10459,0.00367,-0.00223,-0.02939,-0.01596,-0.02752,-0.01731
15192,2012,9,26,12.387,6.7255,6.8789,8.0994,7.0096,12.801,12.779,22.33,0.05335,0.08707,-0.04341,-0.04391,0.07269,0.08368,0.00642,-0.00266,-0.03623,-0.0145,-0.01559,-0.01358
15216,2012,9,27,12.223,6.7302,6.8811,8.055,7.0117,12.728,12.684,22.879,0.05091,0.08963,-0.04441,-0.03682,0.06116,0.07857,-0.00113,-0.00463,-0.03007,-0.01904,-0.01663,-0.01546
15240,2012,9,28,12.354,6.7557,6.8979,8.0394,7.0283,12.705,12.647,22.874,0.07294,0.10458,-0.0531,-0.03987,0.07574,0.08812,0.00299,-0.01218,-0.01082,-0.00623,-0.02263,-0.02042
15264,2012,9,29,12.203,6.6705,6.7515,7.8876,6.8716,12.401,12.338,20.204,0.07981,0.19313,-0.05441,-0.03197,0.1226,0.17887,-0.00408,-0.00419,-0.02608,-0.01388,-0.03677,-0.02624
15288,2012,9,30,12.002,6.7038,6.7672,7.8725,6.8781,12.364,12.329,20.542,0.1338,0.19424,-0.0112,-0.01629,0.1391,0.17666,0.0041,-0.00953,-0.02917,-0.01035,-0.03245,-0.02781
15312,2012,10,1,11.801,6.7727,6.8254,7.8373,6.9228,12.33,12.326,21.557,0.15455,0.23076,-0.01828,-0.01042,0.13713,0.19619,-0.00039,-0.00738,-0.01627,-0.01228,-0.03745,-0.03031
15336,2012,10,2,11.638,6.7973,6.8462,7.8061,6.9392,12.273,12.314,21.867,0.16184,0.21355,-0.03535,-0.02846,0.12135,0.17037,0.00486,-0.01129,-0.03021,-0.00847,-0.03097,-0.02848
15360,2012,10,3,10.867,6.6603,6.7211,7.5866,6.8211,11.602,11.691,24.771,0.07768,0.1902,-0.01117,-0.02018,0.06202,0.15387,0.00669,-0.01114,-0.04255,-0.01358,-0.01587,-0.02812
15384,2012,10,4,10.666,6.6608,6.7264,7.5697,6.8229,11.483,11.603,26.838,0.07588,0.15613,-0.039,-0.03501,0.04762,0.1267,0.00216,-0.0003,-0.01711,-0.00406,-0.01431,-0.0232
15408,2012,10,5,10.694,6.7119,6.77,7.5643,6.8619,11.399,11.54,26.501,0.11504,0.18345,-0.04323,-0.03322,0.08468,0.15777,-0.00231,-0.01533,-0.01664,-0.01019,-0.0294,-0.03312
15432,2012,10,6,10.874,6.7741,6.8296,7.5906,6.9183,11.374,11.506,25.57,0.16974,0.24019,-0.02143,-0.02202,0.15357,0.20423,-0.00392,-0.01464,-0.00739,-0.00302,-0.04946,-0.04346
15456,2012,10,7,11.205,6.6936,6.7415,7.5415,6.8255,11.747,11.912,24.484,0.16162,0.27468,-0.03141,-0.02311,0.17891,0.25414,-0.0014,-0.01145,0.001,0.00633,-0.05743,-0.04667
15480,2012,10,8,11.26,6.7135,6.7664,7.5831,6.8529,11.774,11.926,23.575,0.19533,0.28279,-0.02225,-0.01678,0.18089,0.25803,-0.00324,-0.01597,0.00635,0.00853,-0.05545,-0.05056
15504,2012,10,9,11.38,6.7561,6.8073,7.5893,6.8913,11.815,11.947,22.392,0.21352,0.29255,-0.01803,-0.01643,0.17152,0.26085,-0.00145,-0.01671,-0.00072,-0.00276,-0.05379,-0.051
15528,2012,10,10,11.326,6.8075,6.8524,7.6124,6.9329,11.857,11.955,21.712,0.22896,0.29868,-0.02542,-0.02039,0.16822,0.25495,-0.00516,-0.01662,0.0066,0.00645,-0.05011,-0.0477
15552,2012,10,11,11.288,6.7423,6.7924,7.6683,6.8747,11.842,11.87,22.162,0.20385,0.29138,-0.02789,-0.01803,0.16408,0.25286,-0.00378,-0.00899,-0.00487,-0.00078,-0.04583,-0.04077
15576,2012,10,12,11.099,6.7534,6.8102,7.6977,6.8978,11.83,11.85,22.809,0.18671,0.25303,-0.01487,-0.00795,0.14051,0.21432,-0.00249,-0.01582,0.0013,0.00729,-0.04031,-0.04252
15600,2012,10,13,11.208,6.7552,6.8319,7.7042,6.9195,11.838,11.834,20.566,0.1573,0.21993,-0.03395,-0.01629,0.12589,0.18071,-0.00555,-0.0103,0.02404,0.01074,-0.03827,-0.03483
15624,2012,10,14,11.547,6.7429,6.844,7.7268,6.9348,11.865,11.834,17.414,0.13206,0.16893,-0.04827,-0.02779,0.10204,0.1384,-0.00311,-0.01207,0.01789,0.01671,-0.03182,-0.03233
15648,2012,10,15,11.571,6.9192,7.0511,7.8647,7.1478,11.748,11.693,17.562,0.1709,0.17997,-0.03929,-0.02261,0.13766,0.1466,-0.00838,-0.01755,0.06091,0.03662,-0.0422,-0.0331
15672,2012,10,16,11.982,6.938,7.0753,7.8946,7.1691,11.772,11.717,16.755,0.18156,0.18825,-0.03588,-0.02222,0.13306,0.15114,-0.00065,-0.00503,-0.01765,0.00015,-0.02796,-0.02242
15696,2012,10,17,11.963,6.9112,7.0657,7.9097,7.1604,11.758,11.686,16.472,0.15389,0.14811,-0.00301,-0.01498,0.09699,0.10903,0.0021,-0.00558,0.00819,0.00331,-0.02348,-0.01753
15720,2012,10,18,11.771,6.8631,7.0441,7.9063,7.1424,11.743,11.667,15.567,0.11136,0.10511,-0.04888,-0.04058,0.04474,0.06574,0.00573,-0.00394,0.006,0.00922,-0.00796,-0.00895
15744,2012,10,19,11.881,6.7773,6.9782,7.9241,7.0812,11.535,11.414,15.484,0.08517,0.08576,-0.04993,-0.04444,0.02946,0.05119,-0.00397,0.00122,0.00685,0.00228,-0.00839,-0.00698
15768,2012,10,20,12,6.7706,6.9736,7.9613,7.0801,11.531,11.413,15.509,0.111,0.09356,-0.01499,-0.00891,0.06353,0.06722,0.00166,-0.0114,-0.0072,0.00391,-0.01612,-0.01757
15792,2012,10,21,11.854,6.7721,6.9718,7.9937,7.0836,11.528,11.429,15.644,0.1135,0.10911,-0.0194,-0.02958,0.09501,0.08133,-0.00069,-0.00631,0.02567,0.01755,-0.02822,-0.01531
15816,2012,10,22,11.679,6.7481,6.9514,8.0273,7.0692,11.488,11.399,15.812,0.10711,0.08688,-0.04286,-0.03282,0.07388,0.06224,0.00035,-0.0057,-0.00108,-0.00371,-0.01645,-0.01201
15840,2012,10,23,11.766,6.8242,7.0279,8.1581,7.1512,11.594,11.49,16.258,0.13852,0.11714,-0.00372,-0.00315,0.09653,0.08837,-0.00343,-0.00666,0.02786,0.02049,-0.03022,-0.01594
15864,2012,10,24,11.654,6.8604,7.0445,8.185,7.1681,11.539,11.451,15.682,0.18283,0.14532,-0.0196,-0.01004,0.13253,0.11299,-0.00094,-0.01413,0.00484,0.00157,-0.03345,-0.02334
15888,2012,10,25,11.585,6.8939,7.0561,8.1907,7.1749,11.494,11.411,16.082,0.20146,0.15978,0.01975,0.01422,0.16161,0.12214,-0.00216,-0.00452,0.00318,0.0035,-0.03326,-0.01539
15912,2012,10,26,11.527,6.8946,7.0573,8.2052,7.1757,11.478,11.393,16.336,0.18902,0.1406,0.00571,0.00397,0.12166,0.09412,-1e-05,-0.00553,0.02332,0.01382,-0.02033,-0.01313
15936,2012,10,27,11.512,6.9213,7.1188,8.3531,7.2526,11.392,11.31,16.902,0.16049,0.10459,-0.00978,-0.0071,0.08006,0.05363,0.00069,-0.00174,0.00274,0.00095,-0.01176,-0.0093
15960,2012,10,28,11.564,6.8884,7.1087,8.3614,7.2478,11.408,11.318,16.558,0.13978,0.07319,0.00469,0.00442,0.05602,0.03495,0.00397,-0.00556,0.01068,0.01258,-0.00301,-0.00571
15984,2012,10,29,11.674,6.868,7.11,8.379,7.2543,11.419,11.335,15.798,0.1214,0.05964,-0.0076,-0.01423,0.05482,0.02732,0.00048,-0.00413,0.01522,0.00826,-0.01053,-0.00503
16008,2012,10,30,11.821,6.8281,7.0945,8.3905,7.2467,11.432,11.356,15.035,0.09732,0.02876,-0.01953,-0.02397,0.04213,0.00634,0.00169,-0.00108,0.02007,0.01393,-0.00209,-0.00069
16032,2012,10,31,11.902,6.9486,7.2422,8.5181,7.4017,11.593,11.51,14.814,0.13137,0.03088,-0.01925,-0.0127,0.04582,0.00592,-0.00892,-0.00472,0.04391,0.01581,-0.01218,-0.00579
16056,2012,11,1,12.035,6.9594,7.2727,8.5655,7.4324,11.569,11.47,16.022,0.15388,0.05246,0.00818,0.00845,0.08794,0.03073,-0.00395,-0.0064,0.00898,0.00996,-0.02881,-0.00989
16080,2012,11,2,12.112,7.0038,7.3082,8.6127,7.4609,11.582,11.455,16.343,0.1749,0.07332,0.00743,0.00056,0.13073,0.05156,-0.00735,-0.01128,0.03693,0.02375,-0.02405,-0.01293
16104,2012,11,3,12.194,7.0312,7.3264,8.6417,7.4753,11.567,11.403,16.193,0.1956,0.09161,0.00226,0.00613,0.13094,0.05977,-0.00623,-0.00557,0.0028,-0.00231,-0.01515,-0.00839
16128,2012,11,4,12.038,6.8129,7.0296,8.463,7.1432,11.442,11.252,16.561,0.16263,0.16436,-0.02648,-0.00222,0.09085,0.11964,-0.01037,-0.00156,0.00347,0.00218,-0.01665,-0.01199
16152,2012,11,5,12.128,6.8059,7.002,8.4738,7.1196,11.464,11.265,16.686,0.20698,0.16872,0.01538,0.01534,0.0675,0.10802,0.00052,-0.01286,-0.00764,-0.00609,-0.0001,-0.01815
16176,2012,11,6,12.186,6.8484,7.0167,8.4755,7.1319,11.485,11.304,16.667,0.24565,0.21865,0.02102,0.01925,0.08565,0.13717,-0.0061,-0.01375,0.01002,-0.0049,-0.0165,-0.01791
16200,2012,11,7,12.173,6.8433,6.9901,8.4418,7.1043,11.499,11.319,16.563,0.23396,0.20156,0.01488,0.02074,0.04761,0.10689,-0.00144,-0.0033,-0.01427,-0.00458,0.00021,-0.00367
16224,2012,11,8,12.375,6.8669,7.0549,8.63,7.2002,11.764,11.663,16.939,0.18385,0.1306,-0.00965,-0.01182,-0.00718,0.03539,-0.00397,-0.00031,-0.02073,-0.02002,0.01528,-0.00202
16248,2012,11,9,12.18,6.8002,7.0164,8.6201,7.1682,11.665,11.571,17.832,0.13126,0.07035,0.00523,0.01328,-0.04971,-0.01008,0.00529,-0.00456,-0.009,0.00042,0.02437,0.00195
16272,2012,11,10,11.89,6.7752,7.0217,8.6389,7.1844,11.56,11.458,18.441,0.10151,0.05199,-0.02173,-0.0273,-0.03868,-0.00922,-0.00033,-0.0064,-0.01207,-0.00897,0.01911,-0.00256
16296,2012,11,11,11.788,6.7654,7.0271,8.6763,7.1949,11.473,11.36,19.414,0.12091,0.05979,0.00659,-0.0057,0.00659,0.00983,-0.00483,-0.0031,-0.00576,-0.00704,-0.00146,-0.00135
16320,2012,11,12,11.952,6.8974,7.1567,8.8438,7.3253,11.624,11.515,21.666,0.16129,0.11295,-0.01841,-0.01439,0.07523,0.05687,-0.00641,-0.00544,0.01332,0.00701,-0.03476,-0.01403
16344,2012,11,13,11.955,6.8978,7.151,8.8869,7.327,11.594,11.479,21.26,0.17186,0.08928,0.0286,-0.00116,0.07415,0.03905,0.00385,-0.00739,-0.00294,-0.00028,-0.01123,-0.00867
16368,2012,11,14,11.94,6.8843,7.1478,8.8698,7.3277,11.583,11.47,20.206,0.14116,0.08234,0.00482,-0.02093,0.04287,0.02748,7e-05,-0.00379,0.01716,0.00493,-0.00822,-0.00288
16392,2012,11,15,11.928,6.852,7.1249,8.8796,7.3113,11.564,11.448,20.389,0.13265,0.06099,0.00167,-0.0178,0.00697,0.01273,0.00076,0.00273,-0.01947,-0.00964,0.00673,0.00099
16416,2012,11,16,12.009,6.7819,7.0342,8.7851,7.2012,11.595,11.495,21.279,0.12273,0.09053,-0.01588,-0.03808,0.01283,0.03356,-0.0006,-0.00032,0.02508,0.01256,-0.00477,-0.0048
