hours_since_20110102,year,month,day,temp_bottom_40_47N_50_200m,temp_bottom_40_47N_250_500m,temp_250_500m_40_47N_250_500m,temp_50_200m_40_47N_250_500m,temp_200_500m_40_47N_250_500m,temp_0_50m_40_47N_50_150km,temp_0_150m_40_47N_80_120km,mld_40_47N_250_500m,ualong_50_200m_40_47N_250_500m,ualong_200_500m_40_47N_250_500m,ualong_0_50m_40_47N_50_150km,ualong_0_150m_40_47N_80_120km,ualong_bottom_40_47N_50_150m,ualong_bottom_40_47N_150_500m,ucross_50_200m_40_47N_250_500m,ucross_200_500m_40_47N_250_500m,ucross_0_50m_40_47N_50_150km,ucross_0_150m_40_47N_80_120km,ucross_bottom_40_47N_50_150m,ucross_bottom_40_47N_150_500m
59160,2017,10,2,13.87,6.6159,6.7873,8.0238,6.8843,12.768,12.781,16.199,0.13359,0.10612,0.00699,-0.00693,0.05244,0.03756,-0.00329,-0.00211,-0.01321,-0.00843,-0.00666,-0.00326
59184,2017,10,3,13.42,6.5717,6.7525,7.9977,6.8519,12.707,12.713,17.326,0.0868,0.06113,-0.01517,-0.02336,-0.00031,-0.00468,0.0026,-0.0027,-0.01605,-0.0067,0.0058,0.00291
59208,2017,10,4,13.111,6.5321,6.724,7.9739,6.8271,12.668,12.679,17.62,0.06801,0.04473,-0.00508,-0.01521,-0.01096,-0.01337,-0.0016,0.00094,-0.01615,-0.01147,0.00561,0.00664
59232,2017,10,5,13.021,6.4947,6.7125,7.8218,6.8084,12.698,12.694,15.94,0.06241,0.0338,-0.01331,-0.01381,-0.01171,-0.02143,-0.00019,-0.00058,-0.00093,-0.00095,0.00973,0.00513
59256,2017,10,6,13.097,6.4827,6.705,7.8319,6.8032,12.696,12.699,15.618,0.06461,0.04551,-0.00885,-0.01207,-0.00625,-0.00352,-0.00129,-0.00226,-0.01214,-0.00869,0.00164,0.00255
59280,2017,10,7,13.161,6.4647,6.6841,7.8463,6.7923,12.7,12.704,15.643,0.05751,0.04038,-0.00695,-0.01423,-0.00414,-0.00638,-0.00077,-0.00323,-0.00882,-0.0076,0.00366,0.00241
59304,2017,10,8,13.188,6.4291,6.6575,7.842,6.7734,12.702,12.7,16.151,0.02782,0.01245,-0.01224,-0.0145,-0.02257,-0.02736,0.00345,0.00451,-0.01344,-0.00631,0.01255,0.01035
59328,2017,10,9,12.914,6.3711,6.6147,7.7798,6.7423,12.617,12.622,17.516,-0.00655,-0.01508,-0.01928,-0.02411,-0.06767,-0.04529,0.00405,0.00238,-0.03226,-0.01766,0.02541,0.01132
59352,2017,10,10,12.411,6.3454,6.6025,7.7934,6.7359,12.545,12.562,18.871,0.01783,-0.00039,-0.01138,-0.0216,-0.04372,-0.01631,-0.00156,-0.00111,-0.0243,-0.01486,0.01926,0.00228
59376,2017,10,11,12.162,6.3915,6.6361,7.8203,6.7671,12.478,12.497,18.492,0.09066,0.07981,-0.01301,-0.02025,0.05147,0.06044,-0.00632,-0.01334,-0.01869,-0.01301,-0.0152,-0.01415
59400,2017,10,12,12.066,6.4504,6.6568,7.8368,6.783,12.42,12.431,18.093,0.13664,0.12358,0.0028,-0.00307,0.11139,0.09148,-0.00402,-0.0021,-0.01327,-0.00558,-0.03262,-0.01246
59424,2017,10,13,12.048,6.4123,6.5913,7.7628,6.7106,12.236,12.205,18.237,0.10696,0.10045,-0.01345,-0.01217,0.06296,0.05258,0.00052,-0.00459,0.00204,0.00199,-0.01265,-0.00829
59448,2017,10,14,12.01,6.4098,6.5835,7.7516,6.7034,12.185,12.136,18.034,0.07641,0.07431,-0.01985,-0.01705,0.02153,0.02277,0.00112,-0.00114,-0.01387,-0.00604,-0.00341,-0.00278
59472,2017,10,15,11.839,6.4101,6.5864,7.7551,6.7082,12.144,12.093,18.652,0.07242,0.06847,-0.01558,-0.0186,0.01294,0.02146,-0.00167,-0.00302,-0.01151,-0.00394,0.0003,-0.00328
59496,2017,10,16,11.678,6.4222,6.5984,7.7613,6.7204,12.125,12.084,19.237,0.08963,0.08626,-0.02254,-0.02364,0.03131,0.03894,-0.00099,-0.00242,-0.01042,-0.0049,-0.00517,-0.00549
59520,2017,10,17,11.682,6.4251,6.583,7.7025,6.695,11.813,11.742,20.296,0.11332,0.10972,-0.03122,-0.03408,0.06054,0.05593,-0.00075,-0.00131,-0.00603,-0.00222,-0.01219,-0.0063
59544,2017,10,18,11.749,6.4216,6.5792,7.7034,6.6917,11.827,11.743,19.435,0.09397,0.08752,-0.01713,-0.02303,0.03063,0.03062,0.00213,0.00151,0.0033,0.00218,-0.004,-0.00107
59568,2017,10,19,11.811,6.3952,6.5651,7.7121,6.6838,11.876,11.777,17.745,0.04923,0.04138,-0.03708,-0.03416,0.00091,-0.01066,0.00052,-0.00049,0.02915,0.01948,-0.00022,0.00103
59592,2017,10,20,11.934,6.3552,6.552,7.7142,6.678,11.91,11.804,16.482,0.00139,-0.00689,-0.06365,-0.05342,-0.01885,-0.0432,0.00113,0.00379,0.02135,0.01572,0.00137,0.0086
59616,2017,10,21,11.846,6.4427,6.6967,8.0032,6.8563,11.369,11.256,15.735,0.00111,-0.03221,0.00114,-0.0179,0.00284,-0.04886,0.00233,0.00424,0.03715,0.02268,-0.00985,0.00757
59640,2017,10,22,11.931,6.4092,6.6979,8.0173,6.8639,11.381,11.283,14.863,-0.0045,-0.04098,-0.07651,-0.05743,0.02496,-0.04195,-0.00655,-0.00251,0.04778,0.02738,-0.02635,-0.00083
59664,2017,10,23,12.232,6.3563,6.6772,8.01,6.85,11.401,11.324,14.015,-0.01927,-0.05896,-0.04109,-0.04702,0.02956,-0.0486,0.00875,0.00485,-0.00721,0.00441,-0.00924,0.00834
59688,2017,10,24,12.458,6.2961,6.6477,7.992,6.8251,11.458,11.403,13.371,-0.04925,-0.0809,-0.04838,-0.05449,-0.02669,-0.05875,0.00144,0.00242,0.01383,0.00433,0.01103,0.00813
59712,2017,10,25,12.469,6.2796,6.6125,7.9917,6.7838,11.52,11.48,13.254,-0.00662,-0.00715,-0.0559,-0.05174,0.00711,0.01201,-0.00326,0.00247,-0.00273,-0.00294,0.00168,-0.00268
59736,2017,10,26,12.393,6.306,6.6164,8.0003,6.7883,11.53,11.517,13.111,0.07668,0.05457,-0.01899,-0.02906,0.06358,0.06938,0.00278,-0.00187,-0.02934,-0.02106,-0.0101,-0.00971
59760,2017,10,27,12.335,6.3829,6.6517,8.0078,6.8144,11.549,11.551,13.375,0.15196,0.1409,0.0133,-0.00972,0.10978,0.12858,-0.00364,-0.00781,-0.00549,-0.00426,-0.02392,-0.02056
59784,2017,10,28,12.387,6.4525,6.6748,8.0154,6.8263,11.584,11.596,13.539,0.20668,0.18917,0.01508,-0.0062,0.10973,0.14806,-0.00537,-0.00746,0.00541,0.00134,-0.02025,-0.0176
59808,2017,10,29,12.556,6.3709,6.5392,7.9352,6.6646,11.673,11.669,16.256,0.18459,0.20139,0.01656,-0.0037,0.06794,0.13421,0.0005,-0.00429,0.00994,0.00677,-0.00597,-0.01569
59832,2017,10,30,12.372,6.3678,6.5204,7.9505,6.6475,11.703,11.705,16.616,0.16488,0.1709,0.02116,0.00212,0.01511,0.08923,-0.00175,-0.0038,-0.01381,-0.01073,0.00759,-0.00794
59856,2017,10,31,12.116,6.3477,6.4982,7.9411,6.6246,11.681,11.688,16.063,0.13648,0.13573,0.03826,0.01334,-0.02989,0.04913,0.00034,-7e-05,-0.01056,-0.00423,0.02024,-0.00414
59880,2017,11,1,11.942,6.3256,6.485,7.9471,6.6152,11.677,11.684,16.552,0.121,0.1191,0.02903,0.01094,-0.04185,0.03425,-8e-05,-0.00651,-0.00707,-0.00476,0.02154,-0.00411
59904,2017,11,2,12.017,6.3573,6.5331,8.0256,6.6637,11.78,11.781,16.156,0.11945,0.11013,0.03393,0.01116,-0.02623,0.03169,-0.00662,-0.00032,-0.0179,-0.01222,0.01534,-0.00419
59928,2017,11,3,11.928,6.3491,6.5378,8.0621,6.6737,11.769,11.772,15.72,0.10705,0.08721,0.02492,0.01119,-0.02564,0.01415,-0.00042,-0.00618,0.01684,0.00901,0.01148,-0.00322
59952,2017,11,4,11.712,6.343,6.5514,8.0948,6.6939,11.726,11.731,15.934,0.06922,0.05474,0.01285,0.00065,-0.04801,-0.01048,-0.0034,-0.0033,-0.00018,0.00192,0.01813,-0.00031
59976,2017,11,5,11.496,6.3572,6.5864,8.1199,6.7325,11.694,11.692,16.042,0.07523,0.0506,0.01053,0.00138,-0.00988,-0.0014,-0.00743,-0.00602,0.01013,0.00696,0.00135,-0.00406
60000,2017,11,6,11.551,6.4192,6.672,8.1878,6.8234,11.805,11.827,17.143,0.11075,0.08712,-0.01255,-0.01905,0.06881,0.04639,-0.00806,0.00408,-0.01994,-0.01056,-0.02243,-0.00318
60024,2017,11,7,11.457,6.4557,6.6999,8.2252,6.8517,11.767,11.779,17.147,0.122,0.07308,0.03554,0.00975,0.08199,0.03711,-0.0023,-0.01294,0.0191,0.01219,-0.02225,-0.01238
60048,2017,11,8,11.447,6.4829,6.7274,8.2527,6.8835,11.781,11.777,17.404,0.10547,0.08086,-0.01141,-0.02777,0.07571,0.03833,-0.00973,-0.01148,0.04206,0.02423,-0.02475,-0.01348
60072,2017,11,9,11.48,6.5022,6.7468,8.2956,6.9096,11.79,11.767,19.755,0.11126,0.06403,0.01891,-0.00997,0.06441,0.03232,-0.01348,-0.00515,0.03365,0.01193,-0.02117,-0.01287
60096,2017,11,10,11.476,6.4866,6.704,8.3905,6.8659,11.752,11.744,21.321,0.12685,0.14282,-0.01469,-0.02284,0.11308,0.11117,-0.01136,-0.01862,0.05896,0.0395,-0.04322,-0.0249
60120,2017,11,11,11.672,6.551,6.7361,8.4159,6.8941,11.729,11.716,19.539,0.2008,0.18169,0.00263,-0.00983,0.14857,0.14211,-0.01167,-0.00488,-0.00687,-0.00607,-0.03463,-0.01665
60144,2017,11,12,11.783,6.6101,6.7685,8.4166,6.9174,11.74,11.716,18.775,0.222,0.21167,0.03513,0.00218,0.16135,0.15084,-0.00574,-0.01552,0.03547,0.02275,-0.02881,-0.02096
60168,2017,11,13,11.924,6.6357,6.7824,8.4387,6.9279,11.738,11.705,19.385,0.22123,0.20217,0.01026,-0.00808,0.11047,0.12286,-0.00824,-0.0088,0.05167,0.02789,-0.02755,-0.0136
60192,2017,11,14,11.919,6.6078,6.7482,8.4008,6.889,11.631,11.62,19.921,0.19528,0.17689,0.0001,-0.00759,0.09644,0.0863,-0.00236,-0.00539,0.02732,0.02009,-0.03193,-0.00845
60216,2017,11,15,11.933,6.5599,6.7177,8.4065,6.8626,11.611,11.609,20.298,0.14825,0.11916,0.02669,0.0005,0.0727,0.03279,-0.00598,-0.003,0.0609,0.0317,-0.01152,-0.00094
60240,2017,11,16,11.944,6.5102,6.6959,8.4116,6.85,11.575,11.586,19.512,0.11525,0.08508,-0.02275,-0.02483,0.02701,0.0047,-0.00371,-0.00127,0.03623,0.02281,-0.01333,0.00211
60264,2017,11,17,11.922,6.4711,6.6777,8.4136,6.8399,11.545,11.547,17.513,0.11126,0.07576,0.01156,-0.00487,0.01631,0.00251,-0.00358,-0.00492,-0.00361,0.00244,0.00188,-0.00243
60288,2017,11,18,11.689,6.4593,6.6555,8.2794,6.8027,11.675,11.68,16.781,0.13924,0.10941,-0.0107,-0.01728,0.0155,0.03358,-0.00562,-0.00952,0.01715,0.01037,-0.00469,-0.00952
60312,2017,11,19,11.684,6.4852,6.6736,8.291,6.8193,11.666,11.662,16.871,0.1598,0.12288,0.04252,0.01923,0.03077,0.04557,-0.00645,-0.00339,-0.00722,-0.00256,-0.00834,-0.00541
60336,2017,11,20,11.665,6.5053,6.6923,8.3279,6.8377,11.681,11.671,16.727,0.15543,0.11624,0.03771,0.02201,0.02842,0.03766,-0.00845,-0.013,0.05452,0.03474,-0.01485,-0.01232
60360,2017,11,21,11.74,6.5416,6.7298,8.39,6.8772,11.685,11.67,18.177,0.16759,0.12647,0.027,0.02238,0.06401,0.04869,-0.00977,-0.00803,0.02091,0.00902,-0.02393,-0.01328
60384,2017,11,22,11.69,6.4758,6.6382,8.2287,6.7678,11.483,11.426,18.57,0.15274,0.1245,0.0377,0.0213,0.06715,0.0478,-0.00548,-0.01268,0.04791,0.03344,-0.01537,-0.01177
60408,2017,11,23,11.892,6.4958,6.6594,8.2638,6.7854,11.541,11.487,18.625,0.16803,0.12529,0.03895,0.03185,0.05562,0.05334,-0.00833,-0.00585,0.03248,0.01498,-0.00396,-0.00622
60432,2017,11,24,12.023,6.5344,6.6932,8.3075,6.8155,11.591,11.54,17.757,0.1963,0.15967,0.03807,0.0357,0.04537,0.08273,-0.00558,-0.00915,0.01605,0.01391,-0.01084,-0.01515
60456,2017,11,25,11.895,6.5896,6.7356,8.3629,6.853,11.613,11.56,17.432,0.24284,0.19658,0.06355,0.05102,0.06479,0.10866,-0.00665,-0.01089,0.00332,0.00364,-0.00546,-0.01583
60480,2017,11,26,11.918,6.53,6.6487,8.266,6.7505,11.842,11.776,16.9,0.23393,0.21564,0.06349,0.05189,0.0505,0.12117,-0.00411,-0.00811,0.02903,0.0152,-0.00278,-0.0134
60504,2017,11,27,11.933,6.5473,6.6613,8.3151,6.7664,11.857,11.789,16.525,0.22088,0.18578,0.04925,0.05531,-0.00072,0.08377,-0.00671,-0.00886,0.00629,0.00701,0.00681,-0.01199
60528,2017,11,28,11.831,6.5594,6.6778,8.341,6.7868,11.867,11.802,16.315,0.19388,0.16183,0.06979,0.06338,-0.0117,0.05591,-0.00255,-0.00537,0.01146,0.01131,0.0081,-0.00644
60552,2017,11,29,11.755,6.5879,6.7062,8.3936,6.8192,11.882,11.824,16.31,0.18913,0.15447,0.04707,0.0549,0.00231,0.0547,-0.00589,-0.00884,0.01852,0.01251,0.00042,-0.01139
60576,2017,11,30,11.741,6.5351,6.6513,8.3686,6.7633,11.875,11.8,16.421,0.1716,0.15093,0.04572,0.04696,0.00757,0.05153,0.00097,-0.00746,-0.00339,0.004,6e-05,-0.00575
60600,2017,12,1,11.633,6.535,6.6561,8.386,6.7716,11.873,11.808,17.255,0.16342,0.13631,0.05071,0.05118,-0.00126,0.04077,-0.00611,-0.00113,0.01451,0.01027,0.00437,-0.00337
60624,2017,12,2,11.548,6.5519,6.6789,8.4281,6.7964,11.882,11.833,17.828,0.16336,0.13556,0.05228,0.05947,0.0004,0.04136,-0.00308,-0.00897,0.01136,0.01108,0.00326,-0.00771
60648,2017,12,3,11.389,6.5831,6.7117,8.4591,6.8295,11.882,11.847,18.118,0.17278,0.15312,0.05684,0.05836,0.03336,0.06016,-0.00337,-0.0098,0.00836,0.00934,-0.00679,-0.01085
60672,2017,12,4,11.528,6.4304,6.5441,8.3764,6.6561,12.072,12.03,18.213,0.14057,0.14276,0.0252,0.03391,0.00741,0.05446,0.00313,-0.00228,-0.01401,-0.00292,0.0076,-0.0014
60696,2017,12,5,11.417,6.4025,6.533,8.3684,6.6514,12.018,11.99,19.266,0.0934,0.08481,0.05834,0.0513,-0.04898,0.00276,-0.00131,-0.00028,-0.00703,-0.00239,0.02987,0.00353
60720,2017,12,6,11.296,6.3897,6.539,8.3787,6.6611,11.994,11.977,20.504,0.07194,0.06761,0.02919,0.03514,-0.05287,-0.00259,-0.00182,-0.00473,0.01112,0.01067,0.02725,0.0011
60744,2017,12,7,11.241,6.4204,6.5789,8.428,6.7035,11.988,11.987,21.523,0.10671,0.10414,0.0447,0.04074,0.00383,0.04154,-0.00331,-0.00956,-0.00637,-0.00173,0.0032,-0.01352
60768,2017,12,8,11.394,6.3523,6.5041,8.5425,6.6394,12.018,12.037,22.126,0.12878,0.14155,0.04317,0.04223,0.0531,0.0835,-0.0039,-0.01105,0.00892,0.0053,-0.01696,-0.01485
60792,2017,12,9,11.383,6.3827,6.529,8.5786,6.6678,12.014,12.042,22.28,0.13707,0.14722,0.04655,0.04332,0.05735,0.08547,-0.0033,-0.00677,0.00757,0.001,-0.01787,-0.01422
60816,2017,12,10,11.361,6.3892,6.5371,8.5833,6.6775,12.026,12.059,22.444,0.10718,0.11652,0.02807,0.02876,0.0285,0.05259,-0.00054,-0.00532,0.02034,0.01454,-0.00655,-0.00651
60840,2017,12,11,11.323,6.3754,6.5416,8.5959,6.6887,12.019,12.055,22.761,0.05486,0.06431,0.02009,0.02613,0.00391,0.00915,0.00151,-0.00315,0.00442,0.0034,0.00165,-0.00277
60864,2017,12,12,11.303,6.3723,6.5782,8.6805,6.7433,11.886,11.928,22.497,0.03451,0.04352,0.00045,0.00071,-0.00721,0.00619,0.00177,-0.0007,0.00792,0.00526,0.00764,0.00196
60888,2017,12,13,11.262,6.3756,6.5947,8.705,6.7656,11.87,11.91,22.914,0.06337,0.06273,0.0238,0.0291,0.00602,0.02547,-0.00595,0.00044,7e-05,-0.0021,-0.0013,-0.00443
60912,2017,12,14,11.23,6.4392,6.6497,8.7617,6.8182,11.876,11.917,23.873,0.15152,0.14679,0.02487,0.01683,0.09326,0.1109,-0.00237,-0.0174,0.00634,0.00595,-0.02038,-0.02402
60936,2017,12,15,11.231,6.5291,6.717,8.8151,6.8784,11.872,11.901,25.023,0.24103,0.2382,0.04082,0.03438,0.16443,0.18568,-0.00758,-0.00981,-0.01409,-0.00973,-0.03688,-0.02232
60960,2017,12,16,10.989,6.1658,6.3589,8.6791,6.5289,11.712,11.73,25.526,0.17561,0.25346,0.01742,0.02463,0.09472,0.20082,0.00639,-0.00574,-0.02754,-0.01266,-0.01543,-0.02433
60984,2017,12,17,10.855,6.1532,6.34,8.6556,6.5092,11.678,11.696,27.311,0.15122,0.19497,0.05555,0.04762,0.03681,0.13023,-0.00265,0.00351,-0.00707,-0.00305,0.00654,-0.00536
61008,2017,12,18,10.698,6.1217,6.3212,8.6375,6.496,11.663,11.684,29.465,0.07443,0.12836,0.00422,0.0229,-0.01042,0.06051,0.00622,-0.00353,0.01736,0.01281,0.00626,-0.00634
61032,2017,12,19,10.627,6.0884,6.3039,8.6061,6.4815,11.653,11.673,28.986,0.01298,0.06179,0.01299,0.03019,-0.04911,0.00583,0.00367,0.00344,0.00645,0.00899,0.02205,0.00556
61056,2017,12,20,10.878,6.0347,6.2652,8.7683,6.4569,11.653,11.654,27.868,0.00357,0.06115,0.00578,0.02294,-0.02577,0.01808,0.00251,-0.0058,0.01578,0.00379,0.00939,-0.00546
61080,2017,12,21,10.682,6.0582,6.2866,8.7766,6.4806,11.598,11.599,27.863,0.05469,0.10112,0.01777,0.03702,0.02198,0.06282,-0.00494,1e-05,-0.00634,-0.00257,-0.00012,-0.0081
61104,2017,12,22,10.611,6.0772,6.308,8.7679,6.5041,11.551,11.552,28.361,0.07093,0.11429,0.042,0.04926,0.04351,0.07382,0.00036,-0.00863,0.00384,0.00764,-0.0116,-0.01627
61128,2017,12,23,10.634,6.0999,6.329,8.7699,6.5286,11.528,11.535,28.615,0.07353,0.11887,0.0433,0.05821,0.03492,0.07816,-0.00411,-0.00557,0.00987,0.00482,-0.00958,-0.0117
61152,2017,12,24,10.608,6.0953,6.3093,8.7394,6.5112,11.377,11.393,28.671,0.13182,0.17368,0.04228,0.05077,0.08237,0.13584,-0.00301,-0.01327,0.00877,0.00119,-0.01763,-0.02464
61176,2017,12,25,10.606,6.1561,6.3528,8.7738,6.5575,11.378,11.396,29.072,0.20157,0.23956,0.07477,0.07367,0.1596,0.19236,-0.00882,-0.01101,0.00646,0.00554,-0.03918,-0.02182
61200,2017,12,26,10.616,6.1851,6.376,8.7859,6.5838,11.384,11.402,29.328,0.1887,0.22253,0.07429,0.07879,0.12111,0.16312,-0.00019,-0.00974,0.01397,0.01025,-0.01994,-0.02077
61224,2017,12,27,10.606,6.1761,6.3723,8.7741,6.5857,11.375,11.391,29.306,0.10516,0.13945,0.05202,0.06298,0.02812,0.07623,0.00165,-0.00269,0.015,0.01324,0.00095,-0.00547
61248,2017,12,28,10.534,6.144,6.3598,8.7828,6.5795,11.173,11.19,28.455,0.02607,0.06315,0.03118,0.05205,-0.03292,0.01217,0.00329,-0.00427,0.01688,0.00941,0.01576,-0.00236
61272,2017,12,29,10.552,6.1153,6.3571,8.7806,6.5815,11.16,11.165,26.909,-0.03494,-0.00602,0.01203,0.03362,-0.05804,-0.04052,0.00083,-0.00139,0.03087,0.02066,0.01764,0.00327
61296,2017,12,30,10.537,6.1076,6.3768,8.7968,6.6062,11.156,11.156,25.142,-0.05341,-0.02511,-0.01116,0.01809,-0.02916,-0.03725,0.00117,-0.00316,0.0279,0.01836,0.00751,0.00121
61320,2017,12,31,10.395,6.1368,6.421,8.8362,6.656,11.142,11.131,24.789,-0.01146,0.01803,-0.00695,0.01267,0.0395,0.01546,-0.0007,-0.00724,0.0109,0.00755,-0.01117,-0.01129
61344,2018,1,1,10.722,6.1532,6.4244,8.8766,6.6575,11.197,11.168,23.401,0.05514,0.09136,-0.00538,0.00505,0.12041,0.08693,-0.00824,-0.0067,0.01523,0.00676,-0.03944,-0.01579
61368,2018,1,2,10.76,6.2153,6.4692,8.8928,6.6973,11.192,11.164,23.743,0.11651,0.13014,0.0361,0.03426,0.10433,0.11566,0.00075,-0.00596,0.00437,0.00196,-0.01816,-0.01567
61392,2018,1,3,10.802,6.2972,6.5334,8.9163,6.7544,11.202,11.176,23.934,0.1785,0.21003,0.0307,0.02697,0.14729,0.17607,-0.00836,-0.01468,0.01997,0.01498,-0.03225,-0.02678
61416,2018,1,4,10.86,6.382,6.5924,8.9292,6.8028,11.214,11.188,24.661,0.24526,0.25636,0.05874,0.04513,0.15624,0.20478,-0.00397,-0.01023,0.00098,-0.00206,-0.0214,-0.02141
61440,2018,1,5,10.734,6.2305,6.4116,8.7376,6.601,11.093,11.079,22.213,0.23031,0.28871,0.04905,0.03925,0.12351,0.22501,-0.00232,-0.01507,0.03207,0.01746,-0.0225,-0.0273
61464,2018,1,6,10.8,6.2509,6.4275,8.7348,6.6129,11.108,11.083,21.062,0.23549,0.25843,0.05058,0.0425,0.11454,0.18626,-0.00752,-0.00852,0.00598,0.00273,-0.01667,-0.02037
61488,2018,1,7,10.706,6.2434,6.4294,8.6926,6.6175,11.112,11.073,21.459,0.16288,0.19117,0.04171,0.04045,0.04826,0.11285,0.00401,-0.0088,0.02203,0.01728,-0.00483,-0.0143
61512,2018,1,8,10.61,6.2389,6.4335,8.6865,6.6265,11.11,11.066,21.855,0.12685,0.1456,0.02755,0.03027,0.02015,0.07609,-0.00301,-0.00416,0.01962,0.01386,0.00129,-0.01016
61536,2018,1,9,10.801,6.2525,6.4424,8.7735,6.637,11.321,11.292,22.883,0.12909,0.15264,0.01981,0.02416,0.03825,0.08841,-0.00163,-0.01158,0.01464,0.01067,-0.01044,-0.01646
61560,2018,1,10,10.59,6.2912,6.4813,8.8012,6.6771,11.325,11.291,23.428,0.16369,0.1678,0.0335,0.03693,0.06589,0.10485,-0.00356,-0.00705,0.00958,0.00733,-0.01195,-0.01666
61584,2018,1,11,10.829,6.3574,6.5419,8.8276,6.7368,11.326,11.291,22.718,0.19473,0.1947,0.04181,0.04278,0.10678,0.1317,-0.00542,-0.01504,0.02893,0.01859,-0.03086,-0.02012
61608,2018,1,12,11.069,6.4246,6.6044,8.8606,6.8012,11.336,11.298,20.736,0.21519,0.20924,0.04127,0.04909,0.15851,0.14236,-0.00401,-0.00847,0.03225,0.02112,-0.03774,-0.01816
61632,2018,1,13,10.903,6.3795,6.5673,8.67,6.7563,11.273,11.237,18.664,0.16387,0.14667,0.0302,0.03974,0.08328,0.08046,0.00383,-0.00746,0.01798,0.01114,-0.01051,-0.01258
61656,2018,1,14,10.932,6.3776,6.585,8.6678,6.7787,11.285,11.245,18.733,0.11289,0.09906,0.02243,0.02979,0.02184,0.03632,0.00169,-0.00333,0.01658,0.01238,-0.00452,-0.00507
61680,2018,1,15,10.949,6.393,6.6176,8.6927,6.8145,11.292,11.254,18.772,0.10987,0.09089,0.0343,0.03889,0.03924,0.03778,-0.00099,-0.0037,0.02565,0.01632,-0.01153,-0.00632
61704,2018,1,16,10.988,6.4128,6.6502,8.7334,6.851,11.299,11.258,18.397,0.1146,0.09318,0.01669,0.02688,0.0487,0.04316,0.00181,-0.00889,0.03572,0.02333,-0.01468,-0.01075
61728,2018,1,17,11.001,6.4451,6.6745,8.7219,6.8661,11.181,11.154,17.619,0.13622,0.11608,0.02151,0.02846,0.0726,0.06911,-0.00523,-0.00513,0.02915,0.01425,-0.02278,-0.01056
61752,2018,1,18,11.095,6.5131,6.733,8.7865,6.9242,11.185,11.161,18.222,0.18772,0.15307,0.03232,0.03603,0.13795,0.10507,-0.00405,-0.01217,0.05861,0.03472,-0.03499,-0.01902
61776,2018,1,19,11.142,6.6135,6.8106,8.8502,6.9949,11.166,11.143,18.847,0.22441,0.19162,0.02042,0.03293,0.20236,0.13784,-0.00552,-0.0078,0.03918,0.02201,-0.03997,-0.01913
61800,2018,1,20,11.095,6.6395,6.827,8.8391,7.0062,11.137,11.123,18.413,0.20694,0.16154,0.01273,0.02849,0.1756,0.09676,0.0044,-0.00389,0.02824,0.02325,-0.01427,-0.00679
61824,2018,1,21,11.075,6.5452,6.726,8.647,6.8863,11.137,11.105,17.985,0.14425,0.11629,0.01156,0.02496,0.07049,0.05039,0.00548,-0.00096,0.015,0.0129,-0.00402,-0.00351
61848,2018,1,22,10.931,6.5188,6.7181,8.629,6.8816,11.098,11.073,18.331,0.11616,0.07645,0.00737,0.02531,0.01032,0.01797,0.0026,0.00143,0.02087,0.01567,0.0034,-0.00047
61872,2018,1,23,10.841,6.5277,6.7375,8.6358,6.9034,11.058,11.041,18.521,0.11745,0.0837,0.00969,0.02387,0.04197,0.02783,0.00379,0.00098,0.02907,0.02318,-0.011,-0.00213
61896,2018,1,24,10.877,6.5337,6.7564,8.6536,6.9318,11.02,11.008,18.409,0.11702,0.0771,0.00755,0.02349,0.05983,0.03028,0.00179,-0.00557,0.04552,0.02644,-0.00523,-0.00687
61920,2018,1,25,10.976,6.422,6.6311,8.4731,6.7905,11.005,11.006,18.312,0.11824,0.09026,-0.01812,0.00755,0.06508,0.04468,-0.00175,0.00596,0.01521,0.00472,-0.0269,-0.00161
61944,2018,1,26,10.897,6.4631,6.6654,8.5077,6.8255,10.951,10.955,18.007,0.15398,0.10412,0.00978,0.02816,0.11072,0.06531,0.00102,-0.00719,0.02989,0.0237,-0.02741,-0.01243
61968,2018,1,27,10.832,6.5426,6.7343,8.5711,6.8939,10.912,10.921,18.542,0.2064,0.16263,0.00625,0.01681,0.18004,0.11028,-0.00308,-0.00693,0.02953,0.0179,-0.03068,-0.01759
61992,2018,1,28,10.868,6.6315,6.7942,8.612,6.9441,10.9,10.91,19.574,0.24794,0.1979,0.03684,0.04068,0.22405,0.13267,-0.00102,-0.00768,0.02708,0.01537,-0.02624,-0.01594
62016,2018,1,29,10.875,6.5466,6.6774,8.4056,6.8098,10.923,10.937,19.697,0.20368,0.17782,0.00414,0.01309,0.16074,0.10027,0.00915,0.00426,0.02565,0.0173,0.00167,0.00225
62040,2018,1,30,10.932,6.4988,6.6459,8.3586,6.7833,10.916,10.931,19.264,0.12234,0.08104,0.01406,0.02676,-0.02504,0.00387,0.00793,0.00288,0.01603,0.01064,0.0205,0.00355
62064,2018,1,31,10.93,6.4702,6.6452,8.3681,6.7899,10.905,10.911,19.365,0.08842,0.05384,0.00137,0.01668,-0.04403,-0.01488,0.00623,-0.00051,0.01714,0.00943,0.01481,0.00408
62088,2018,2,1,10.907,6.4727,6.661,8.3835,6.8102,10.902,10.906,19.854,0.0984,0.06044,-0.00753,0.0088,-0.01847,0.00485,0.00346,-0.00191,0.01671,0.01443,0.00835,-0.00141
